id,lang,timespan,keyword,topics,topic_name,count
fr_1910_iron_8,fr,1910,iron,"['comte', 'comtesse', 'marquis', 'comtess', 'mlle', 'baronne', 'vicomte', 'baron', 'decede', 'chapeau', 'obseque', 'princesse', 'mariage', 'noir', 'prince']",aristocracy,216
fr_1910_iron_9,fr,1910,iron,"['president', 'docteur', 'professeur', 'depute', 'chambre', 'conseil', 'ministre', 'membre', 'republicain', 'ministere', 'classe', 'radical', 'Caillaux', 'voix', 'exposition']",politics,154
ger_1910_iron_0,ger,1910,iron,"['Mutter', 'Vater', 'Kind', 'wissen', 'Brief', 'jung', 'sagen', 'lachen', 'Verlag', 'fragen', 'wenden', 'Frau', 'still', 'lesen', 'Hand']",family,430
ger_1910_iron_1,ger,1910,iron,"['suchen', 'Gesucht', 'Maedch', 'sofort', 'Lehrling', 'Maedche', 'Offerte', 'Stell', 'Lohn', 'Tuecht', 'Naeh', 'tuechtig', 'vermieten', 'Suche', 'Saub']",hiring,323
ger_1910_iron_2,ger,1910,iron,"['verk', 'Bill', 'billig', 'verkaufen', 'Verk', 'Piano', 'kaufen', 'Miete', 'bill', 'verkauf', 'Sofa', 'Eleg', 'Bettst', 'eleg', 'Moebl']",sales,596
ger_1910_iron_3,ger,1910,iron,"['Antrag', 'Senat', 'Buergerschaft', 'Versammlung', 'Redner', 'Gesetz', 'Sitzung', 'Mitglied', 'Ausschuß', 'Wahl', 'betreffend', 'Kommission', 'Frage', 'Beifall', 'Verein']",government,1323
ger_1910_iron_4,ger,1910,iron,"['Pastor', 'Auge', 'Mensch', 'Pferd', 'laufen', 'Platz', 'rennen', 'Kirche', 'ploetzlich', 'Luft', 'Gott', 'müssen', 'langsam', 'singen', 'Meter']",religion,281
ger_1910_iron_5,ger,1910,iron,"['Beerd', 'Verw', 'Gramm', 'Heinrich', 'Wilhelm', 'Carl', 'verw', 'Hermann', 'Anna', 'Friedrich', 'August', 'Pfund', 'loko', 'Kreuz', 'Otto']",funeral,639
ger_1910_iron_6,ger,1910,iron,"['Dampfer', 'angeklagter', 'April', 'gestern', 'Kapitaen', 'Schiff', 'Polizei', 'Bord', 'staedtisch', 'Juli', 'verhaften', 'Leiche', 'Januar', 'hiesig', 'Dieb']",boats,620
ger_1910_iron_7,ger,1910,iron,"['Krieg', 'russisch', 'Regierung', 'Feind', 'Truppe', 'England', 'englisch', 'franzoesisch', 'Frankreich', 'Deutschland', 'deutsch', 'Drahtmeldung', 'feindlich', 'Rußland', 'Angriff']",war,1251
fr_1900_telephone_0,fr,1900,telephone,"['PARIS', 'hotel', 'terme', 'pari', 'action', 'gramme', 'banque', 'valeur', 'meuble', 'marseille', 'franc', 'tramw', 'paye', 'louer', 'parisien']",real estate,3345
fr_1900_telephone_1,fr,1900,telephone,"['comte', 'prix', 'marquis', 'place', 'comtesse', 'mlle', 'baron', 'course', 'longueur', 'mutuel', 'gagner', 'Pari', 'grand', 'baronne', 'vicomte']",aristocracy,737
fr_1900_telephone_2,fr,1900,telephone,"['faire', 'bien', 'être', 'ministre', 'temps', 'vouloir', 'venir', 'jour', 'falloir', 'voir', 'hier', 'president', 'savoir', 'prendre', 'general']",politics,3066
fr_1900_telephone_3,fr,1900,telephone,"['cuisiniere', 'refer', 'valet', 'place', 'reference', 'menage', 'ecrire', 'sach', 'desir', 'demande', 'verb', 'serv', 'concierge', 'enage', 'cout']",hiring,576
fr_1900_telephone_4,fr,1900,telephone,"['mlle', 'representation', 'revue', 'matinee', 'theâtre', 'acte', 'soir', 'concert', 'heure', 'spectacle', 'Societe', 'comedie', 'succe', 'Gener', 'piece']",theatre,3645
ger_1920_iron_0,ger,1920,iron,"['Markt', 'Heimr', 'loko', 'Kilo', 'Mill', 'Heimreise', 'Preis', 'AuSr', 'Ausreise', 'Juni', 'Februar', 'unveraendert', 'Qual', 'Januar', 'Oktober']",travel,439
ger_1920_iron_1,ger,1920,iron,"['suchen', 'verk', 'Altona', 'Bill', 'leer', 'Moebl', 'billig', 'Verk', 'Heirat', 'Zimmer', 'Laden', 'kaufen', 'Hamb', 'Such', 'Tausch']",sales,446
ger_1920_iron_2,ger,1920,iron,"['Masch', 'Dtsch', 'Heimr', 'AuSr', 'Maer', 'Sevt', 'Leder', 'vass', 'Prokura', 'Bank', 'Hcimr', 'erloschen', 'Adler', 'Union', 'Bant']",stock,323
ger_1920_iron_3,ger,1920,iron,"['Dampfer', 'Meter', 'Spiel', 'rennen', 'Senat', 'Kampf', 'Polizei', 'spielen', 'Sonntag', 'Punkt', 'gewinnen', 'Mark', 'Klasse', 'Minute', 'Erfolg']",competition,435
ger_1920_iron_4,ger,1920,iron,"['Regierung', 'Deutschland', 'Partei', 'Frankreich', 'franzoesisch', 'Mensch', 'polnisch', 'politisch', 'Drahtmeldung', 'gestern', 'Leben', 'erklaeren', 'Wort', 'Krieg', 'wissen']",politics,1081
fr_1920_iron_0,fr,1920,iron,"['gouvernement', 'allemand', 'politique', 'question', 'commission', 'ministre', 'traite', 'parti', 'chambre', 'conference', 'projet', 'Berlin', 'paix', 'allie', 'socialiste']",international politics,759
fr_1920_iron_1,fr,1920,iron,"['remb', 'fonc', 'Mines', 'Chine', 'Nord', 'Copper', 'amortissable', 'Union', 'serie', 'joui', 'American', 'Rand', 'Credit', 'Steel', 'banque']",international economy,1343
fr_1920_iron_2,fr,1920,iron,"['hier', 'chef', 'president', 'general', 'police', 'militaire', 'juge', 'ministre', 'août', 'mort', 'matin', 'guerre', 'congre', 'republique', 'soldat']",military,434
fr_1920_iron_3,fr,1920,iron,"['hôtel', 'classe', 'billet', 'confort', 'depart', 'gare', 'hotel', 'Quai', 'train', 'circuit', 'parc', 'garage', 'excursion', 'voyageur', 'prix']",trains,1103
fr_1920_iron_4,fr,1920,iron,"['tonne', 'production', 'commerce', 'agricole', 'tarif', 'produit', 'prix', 'port', 'marche', 'chambre', 'culture', 'franc', 'charbon', 'recolte', 'exportation']",production,228
fr_1920_iron_5,fr,1920,iron,"['championnat', 'metre', 'mutuel', 'franc', 'club', 'match', 'longueur', 'course', 'Pari', 'mlle', 'prix', 'miss', 'Concert', 'finale', 'coupe']",competition,193
fr_1920_iron_6,fr,1920,iron,"['Theâtre', 'mlle', 'matinee', 'comedie', 'revue', 'spectacle', 'theâtre', 'acte', 'soiree', 'representation', 'soir', 'Jane', 'repetition', 'concert', 'Andre']",theatre,160
fr_1920_iron_7,fr,1920,iron,"['bien', 'être', 'voir', 'faire', 'rien', 'falloir', 'homme', 'vouloir', 'trop', 'temps', 'jamais', 'avoir', 'chose', 'savoir', 'monde']",random,0
fr_1920_iron_8,fr,1920,iron,"['noir', 'robe', 'blanc', 'petit', 'bleu', 'salle', 'piece', 'couleur', 'mode', 'franc', 'collection', 'manteau', 'volume', 'bois', 'siecle']",fashion,251
fr_1920_iron_9,fr,1920,iron,"['comte', 'comtesse', 'marquis', 'mlle', 'baron', 'comtess', 'baronne', 'vicomte', 'princesse', 'decede', 'prince', 'fille', 'mariage', 'château', 'mort']",aristocracy,176
fr_1920_iron_10,fr,1920,iron,"['million', 'valeur', 'compte', 'colonie', 'contre', 'titre', 'capital', 'groupe', 'progre', 'dollar', 'ligne', 'bien', 'public', 'tion', 'partie']",stock,522
sp_1900_telephone_0,sp,1900,telephone,"['medio', 'idem', 'Banco', 'interior', 'ayer', 'misa', 'Santos', 'Socorro', 'exterior', 'Sociedad', 'Scott', 'Serie', 'pesetas', 'serie', 'martir']",religion,367
sp_1900_telephone_1,sp,1900,telephone,"['Jose', 'Francisco', 'Garcia', 'idem', 'Manuel', 'Antonio', 'Perez', 'Gonzalez', 'Rodriguez', 'Juan', 'Luis', 'teniente', 'soldado', 'Fernandez', 'Martinez']",random,0
sp_1900_telephone_2,sp,1900,telephone,"['pral', 'vender', 'barato', 'desear', 'precio', 'Telefono', 'piel', 'gratis', 'mueble', 'clase', 'casa', 'vendo', 'ceder', 'cede', 'comprar']",sales,2120
sp_1900_telephone_3,sp,1900,telephone,"['obrero', 'huelga', 'trabajo', 'gobernador', 'asunto', 'publicar', 'civil', 'orden', 'caso', 'fiscal', 'declarar', 'ayer', 'general', 'publico', 'servicio']",workers,1275
sp_1900_telephone_4,sp,1900,telephone,"['calle', 'ayer', 'guardia', 'juzgado', 'juez', 'casa', 'herido', 'numero', 'Casa', 'joven', 'distrito', 'detener', 'mujer', 'niño', 'hijo']",crime,457
sp_1900_telephone_5,sp,1900,telephone,"['libro', 'mujer', 'enfermo', 'color', 'blanco', 'ciencia', 'traje', 'aire', 'tiempo', 'negro', 'doctor', 'caso', 'boca', 'viejo', 'servir']",medicine,177
sp_1900_telephone_6,sp,1900,telephone,"['ministro', 'reina', 'real', 'general', 'alcalde', 'fiesta', 'duque', 'conde', 'presidente', 'Sebastian', 'Ayuntamiento', 'noche', 'Palacio', 'Madrid', 'acto']",government,576
sp_1900_telephone_7,sp,1900,telephone,"['toro', 'estocada', 'corrida', 'bicho', 'torear', 'muleta', 'Bombita', 'pinchazo', 'faena', 'diestro', 'torero', 'caballo', 'espada', 'bravo', 'quit']",bullfight,116
sp_1900_telephone_8,sp,1900,telephone,"['farmacia', 'precio', 'pesetas', 'Madrid', 'casa', 'estomago', 'novedad', 'agua', 'frasco', 'Arenal', 'enfermedad', 'acreditado', 'dolor', 'entresuelo', 'venta']",medicine,893
sp_1900_telephone_9,sp,1900,telephone,"['llegar', 'pueblo', 'momento', 'Barcelona', 'volver', 'gente', 'habiar', 'hombre', 'acabar', 'ocurrir', 'noticia', 'grupo', 'poder', 'hablar', 'hora']",random,0
sp_1900_telephone_10,sp,1900,telephone,"['gobierno', 'ministro', 'proyecto', 'señor', 'liberal', 'Maura', 'Congreso', 'debate', 'Moret', 'sesion', 'diputado', 'republicano', 'Camara', 'presupuesto', 'partido']",politics,249
sp_1900_telephone_11,sp,1900,telephone,"['tropa', 'Londres', 'mañana', 'ruso', 'general', 'puerto', 'moro', 'buque', 'guerra', 'vapor', 'barco', 'escuadra', 'japonés', 'fuego', 'Tanger']",war,275
sp_1900_telephone_12,sp,1900,telephone,"['diel', 'deil', 'quie', 'pairar', 'lois', 'diei', 'Rull', 'dial', 'lais', 'quiar', 'died', 'dieil', 'poir', 'liar', 'qiue']",random,0
sp_1900_telephone_13,sp,1900,telephone,"['obra', 'vida', 'español', 'alto', 'arte', 'amor', 'España', 'cosa', 'venir', 'siglo', 'espiritu', 'vivir', 'historia', 'cuyo', 'forma']",art,292
fr_1910_telephone_0,fr,1910,telephone,"['bien', 'être', 'voir', 'vouloir', 'petit', 'temps', 'avoir', 'faire', 'savoir', 'venir', 'rien', 'trop', 'chose', 'homme', 'falloir']",random,0
fr_1910_telephone_1,fr,1910,telephone,"['privil', 'banque', 'Credit', 'Tramways', 'Mexique', 'tramway', 'prior', 'parisien', 'action', 'Raffineries', 'Railways', 'Fonciere', 'Buenos', 'Transatlantique', 'Lyonnais']",trains,1442
fr_1910_telephone_2,fr,1910,telephone,"['guerre', 'allemand', 'ministre', 'president', 'contre', 'hier', 'conseil', 'gouvernement', 'paix', 'tion', 'question', 'politique', 'general', 'pays', 'franc']",war,2313
fr_1910_telephone_3,fr,1910,telephone,"['mlle', 'theâtre', 'matinee', 'revue', 'representation', 'soir', 'acte', 'heure', 'comedie', 'spectacle', 'theâtr', 'soiree', 'succe', 'dimanche', 'artiste']",theatre,1119
fr_1910_telephone_4,fr,1910,telephone,"['comte', 'comtesse', 'place', 'marquis', 'refer', 'cuisiniere', 'reference', 'valet', 'prix', 'comtess', 'baron', 'demande', 'vicomte', 'chambre', 'baronne']",hiring,1111
ger_1930_iron_0,ger,1930,iron,"['Heimr', 'Juni', 'AuSr', 'Dtsch', 'Pass', 'Avril', 'Juli', 'Sevt', 'Junt', 'Bremen', 'April', 'Masch', 'Rotterdam', 'Leder', 'Ausr']",boats,471
ger_1930_iron_1,ger,1930,iron,"['Sieg', 'Spiel', 'rennen', 'Punkt', 'Meter', 'Mannschaft', 'Gegner', 'Sport', 'gewinnen', 'Sieger', 'Runde', 'Minute', 'Meister', 'Spieler', 'Zuschauer']",competition,165
ger_1930_iron_2,ger,1930,iron,"['Regierung', 'Volk', 'Fuehrer', 'politisch', 'Staat', 'Deutschland', 'November', 'Partei', 'Krieg', 'englisch', 'Million', 'polnisch', 'September', 'Januar', 'Arbeiter']",politics,591
ger_1930_iron_3,ger,1930,iron,"['suchen', 'nich', 'Altona', 'billig', 'Herr', 'Zimmer', 'Bill', 'Heirat', 'leer', 'Miete', 'Dame', 'verk', 'Sonn', 'sofort', 'Tisch']",real estate,222
ger_1930_iron_4,ger,1930,iron,"['Film', 'Frau', 'Kind', 'Mensch', 'Straße', 'angeklagter', 'jung', 'Auge', 'Musik', 'Maenner', 'Nacht', 'Vater', 'Abend', 'Wagen', 'Stadt']",movies,802
ger_1930_iron_5,ger,1930,iron,"['Mill', 'Prozent', 'Schuppe', 'Kilo', 'Dampfer', 'Preis', 'Dock', 'unveraendert', 'Markt', 'Kurs', 'loko', 'Tendenz', 'ruhig', 'Schiff', 'Geschaeft']",boats,356
fr_1930_gasoline_0,fr,1930,gasoline,"['petit', 'bien', 'mort', 'femme', 'jeune', 'voir', 'homme', 'faire', 'beau', 'noir', 'être', 'vieux', 'savoir', 'vouloir', 'chose']",family,1520
fr_1930_gasoline_1,fr,1930,gasoline,"['guerre', 'allemand', 'ministre', 'gouvernement', 'politique', 'commission', 'president', 'conseil', 'question', 'contre', 'pays', 'pouvoir', 'faire', 'être', 'peuple']",war,3512
fr_1930_gasoline_2,fr,1930,gasoline,"['amortissable', 'Nord', 'Credit', 'preced', 'electricite', 'Lyon', 'Bons', 'energie', 'suer', 'parisien', 'foncier', 'Cinema', 'Generale', 'Santa', 'Tresor']",stock,1911
fr_1930_gasoline_3,fr,1930,gasoline,"['franc', 'valeur', 'contre', 'hausse', 'inch', 'baisse', 'marche', 'banque', 'ferme', 'capital', 'action', 'million', 'semaine', 'dividende', 'titre']",stock,2163
fr_1930_gasoline_4,fr,1930,gasoline,"['Maroc', 'American', 'fonc', 'Rand', 'Mines', 'part', 'Copper', 'Chine', 'energie', 'textile', 'priv', 'Loire', 'Distillerie', 'rhône', 'tunisien']",international economy,2443
fr_1930_gasoline_5,fr,1930,gasoline,"['musique', 'annuel', 'theatre', 'mlle', 'heure', 'clôture', 'Concert', 'concert', 'soiree', 'piano', 'comedie', 'matinee', 'acte', 'orchestre', 'Jean']",theatre,431
fr_1930_gasoline_6,fr,1930,gasoline,"['comte', 'mlle', 'prix', 'comtesse', 'marquis', 'metre', 'voiture', 'lieutenant', 'club', 'capitaine', 'kilometre', 'coupe', 'comtess', 'course', 'vicomte']",aristocracy,1324
fr_1930_iron_0,fr,1930,iron,"['musique', 'Concert', 'concert', 'regional', 'piano', 'pathe', 'Mozart', 'Soiree', 'permanent', 'orchestre', 'Bach', 'CINEMA', 'soir', 'Beethoven', 'heure']",entertainment,105
fr_1930_iron_1,fr,1930,iron,"['valeur', 'contre', 'hausse', 'semaine', 'baisse', 'inch', 'banque', 'ferme', 'marche', 'fermete', 'reprise', 'fonds', 'cours', 'dollar', 'franc']",stock,452
fr_1930_iron_2,fr,1930,iron,"['ministre', 'politique', 'gouvernement', 'president', 'commission', 'conseil', 'parti', 'question', 'peuple', 'projet', 'paix', 'hier', 'travail', 'chambre', 'contre']",politics,743
fr_1930_iron_3,fr,1930,iron,"['petit', 'jeune', 'femme', 'homme', 'siecle', 'vieux', 'oeil', 'noir', 'blanc', 'mort', 'être', 'venir', 'lettre', 'porte', 'cœur']",body,430
fr_1930_iron_4,fr,1930,iron,"['million', 'franc', 'action', 'capital', 'decembre', 'titre', 'compte', 'milliard', 'juillet', 'benefice', 'janvier', 'production', 'porteur', 'juin', 'societe']",stock,282
fr_1930_iron_5,fr,1930,iron,"['milit', 'grade', 'region', 'major', 'chef', 'lieut', 'lieutenant', 'capit', 'capitaine', 'Ecole', 'parc', 'regimer', 'centre', 'bataillon', 'etat']",military,36
fr_1930_iron_6,fr,1930,iron,"['franc', 'prix', 'metre', 'coupe', 'club', 'long', 'gagnant', 'mlle', 'course', 'mutuel', 'miss', 'epreuve', 'unifie', 'place', 'Pari']",competition,291
fr_1930_iron_7,fr,1930,iron,"['part', 'Mines', 'American', 'Rand', 'Copper', 'textile', 'rhône', 'priv', 'Distillerie', 'Consolidated', 'Anzin', 'Houilleres', 'Chine', 'Loire', 'chantier']",international economy,433
fr_1930_iron_8,fr,1930,iron,"['classe', 'billet', 'gare', 'depart', 'train', 'prix', 'voyage', 'renseignement', 'Rouen', 'hôtel', 'voyageur', 'Paris', 'service', 'franc', 'excursion']",trains,1320
fr_1930_iron_9,fr,1930,iron,"['annuel', 'clôture', 'mlle', 'theatre', 'comedie', 'Jean', 'matinee', 'Pierre', 'relâche', 'Paul', 'soiree', 'representation', 'heure', 'spectacle', 'Andre']",theatre,76
fr_1930_iron_10,fr,1930,iron,"['amortissable', 'Credit', 'fonc', 'energie', 'serie', 'Nord', 'foncier', 'oblig', 'Tunis', 'Electricite', 'Maroc', 'Oblig', 'Generale', 'electricite', 'Chine']",international electrical companies,623
fr_1930_iron_11,fr,1930,iron,"['bien', 'falloir', 'faire', 'temps', 'fois', 'devoir', 'voir', 'trop', 'rien', 'avoir', 'savoir', 'être', 'vouloir', 'croire', 'beaucoup']",random,0
fr_1930_iron_12,fr,1930,iron,"['comte', 'comtesse', 'marquis', 'comtess', 'mlle', 'vicomte', 'baronne', 'baron', 'princesse', 'Jean', 'château', 'obseque', 'mort', 'Pierre', 'Louis']",aristocracy,232
fr_1930_iron_13,fr,1930,iron,"['allemand', 'guerre', 'japonais', 'troupe', 'chinois', 'britannique', 'italien', 'avion', 'ligne', 'frontiere', 'militaire', 'Berlin', 'navire', 'port', 'territoire']",war technology,325
fr_1920_telephone_0,fr,1920,telephone,"['bien', 'être', 'jeune', 'voir', 'petit', 'vouloir', 'rien', 'faire', 'savoir', 'femme', 'homme', 'avoir', 'venir', 'passer', 'jamais']",random,0
fr_1920_telephone_1,fr,1920,telephone,"['Theâtre', 'mlle', 'matinee', 'revue', 'soir', 'heure', 'representation', 'soiree', 'theâtre', 'dimanche', 'acte', 'Jane', 'spectacle', 'concert', 'repetition']",theatre,604
fr_1920_telephone_2,fr,1920,telephone,"['hôtel', 'confort', 'hotel', 'garage', 'parc', 'Hôtel', 'ordre', 'moderne', 'grand', 'chambre', 'vendre', 'meuble', 'bains', 'jardin', 'cuisine']",real estate,2617
fr_1920_telephone_3,fr,1920,telephone,"['comte', 'franc', 'hier', 'marquis', 'comtesse', 'general', 'lieu', 'mlle', 'docteur', 'mort', 'juge', 'Paul', 'heure', 'president', 'prince']",aristocracy,500
fr_1920_telephone_4,fr,1920,telephone,"['relâche', 'comedie', 'theatre', 'heure', 'gymnase', 'opera', 'Dame', 'mathurin', 'CHAMPS', 'Louis', 'lyrique', 'ELYSEES', 'capucine', 'variete', 'jeudi']",theatre,342
fr_1920_telephone_5,fr,1920,telephone,"['postal', 'championnat', 'longueur', 'mutuel', 'match', 'franc', 'club', 'course', 'metre', 'Pari', 'Gutenberg', 'prix', 'fondateur', 'cheque', 'Drouot']",competiton,1287
fr_1920_telephone_6,fr,1920,telephone,"['gouvernement', 'allemand', 'guerre', 'question', 'politique', 'ministre', 'conseil', 'France', 'commission', 'faire', 'president', 'être', 'pouvoir', 'contre', 'traite']",politics,1512
fr_1920_telephone_7,fr,1920,telephone,"['remb', 'Nord', 'fonc', 'Mines', 'banque', 'Copper', 'Chine', 'Steel', 'nouv', 'Rand', 'Credit', 'Maroc', 'American', 'Dutch', 'mine']",international,898
fr_1920_telephone_8,fr,1920,telephone,"['jour', 'temps', 'bien', 'annee', 'livre', 'terre', 'forme', 'grand', 'mieux', 'ment', 'meilleur', 'tion', 'ligne', 'champ', 'pouvoir']",random,0
sp_1910_telephone_0,sp,1910,telephone,"['herido', 'mujer', 'grave', 'guardia', 'casa', 'vida', 'Juzgado', 'ayer', 'juez', 'detener', 'obra', 'muerto', 'hijo', 'paso', 'hombre']",crime,497
sp_1910_telephone_1,sp,1910,telephone,"['toro', 'estocada', 'bicho', 'faena', 'muleta', 'pinchazo', 'corrida', 'oreja', 'Ovacion', 'torero', 'diestro', 'valiente', 'torear', 'bravo', 'pase']",bullfight,41
sp_1910_telephone_2,sp,1910,telephone,"['maestro', 'general', 'grado', 'escuela', 'Centro', 'tiempo', 'señora', 'doctor', 'profesor', 'viuda', 'Madrid', 'viento', 'lesión', 'Escuela', 'niño']",school,516
sp_1910_telephone_3,sp,1910,telephone,"['alemán', 'enemigo', 'tropa', 'ruso', 'ataque', 'noche', 'guerra', 'frente', 'alemar', 'francés', 'aliado', 'Alemania', 'oficial', 'prisionero', 'ejercito']",war,108
sp_1910_telephone_4,sp,1910,telephone,"['Jose', 'doña', 'Garcia', 'Antonio', 'Manuel', 'calle', 'Luis', 'Francisco', 'Lopez', 'Maria', 'Martinez', 'Fernandez', 'Gonzalez', 'Pedro', 'Rodriguez']",random,0
sp_1910_telephone_5,sp,1910,telephone,"['farmacia', 'MADRID', 'curar', 'catarro', 'enfermedad', 'venta', 'debilidad', 'dolor', 'estomago', 'tuberculosis', 'riñón', 'frasco', 'Foster', 'bronquitis', 'TELEFONO']",medicine,565
sp_1910_telephone_6,sp,1910,telephone,"['idem', 'Ídem', 'Banco', 'Serie', 'Obligaciones', 'acción', 'pesetas', 'serie', 'nominal', 'interior', 'BOLSA', 'Plata', 'numero', 'Norte', 'Sociedad']",stock,275
sp_1910_telephone_7,sp,1910,telephone,"['medio', 'cuarto', 'estreno', 'doble', 'exito', 'acto', 'misa', 'noche', 'partido', 'tanto', 'rojo', 'predicar', 'media', 'comedia', 'azul']",theatre,573
sp_1910_telephone_8,sp,1910,telephone,"['ministro', 'gobierno', 'huelga', 'conde', 'español', 'politico', 'hora', 'jefe', 'presidente', 'hablar', 'noticia', 'llegar', 'España', 'Consejo', 'cosa']",politics,752
sp_1910_telephone_9,sp,1910,telephone,"['pesetas', 'ompro', 'alhaja', 'vendo', 'mueble', 'Razon', 'principal', 'pagar', 'tiendar', 'Conde', 'endo', 'plata', 'Casa', 'maquina', 'piano']",sales,2093
sp_1910_telephone_10,sp,1910,telephone,"['señor', 'Comision', 'proyecto', 'alcalde', 'ministro', 'ayer', 'sesion', 'Congreso', 'orden', 'diputado', 'general', 'Gobierno', 'Sres', 'Consejo', 'obrero']",government,479
sp_1910_telephone_11,sp,1910,telephone,"['trabajo', 'obrero', 'tren', 'vapor', 'pueblo', 'fabrica', 'puerto', 'tierra', 'dema', 'noche', 'campo', 'incendio', 'lugar', 'efecto', 'valor']",workers,248
sp_1910_telephone_12,sp,1910,telephone,"['precio', 'quie', 'paseo', 'diel', 'telefono', 'Madrid', 'genero', 'casa', 'pesetas', 'calle', 'libro', 'tarifa', 'diario', 'oficina', 'cuarto']",office,485
sp_1910_telephone_13,sp,1910,telephone,"['precio', 'barato', 'Telefono', 'vender', 'Carrera', 'kilo', 'Jeronimo', 'mitad', 'telefono', 'saldo', 'surtido', 'Arenal', 'Tienda', 'Madrid', 'domicilio']",sales,2220
eng_1900_telephone_0,eng,1900,telephone,"['premise', 'Hotel', 'HOTEL', 'Bath', 'Elllman', 'amusement', 'hotel', 'Mats', 'RESORTS', 'Booklet', 'dancing', 'Sharp', 'Golf', 'Ocean', 'RIVERSIDE']",hotel,1086
eng_1900_telephone_1,eng,1900,telephone,"['touring', 'sedan', 'passenger', 'condition', 'model', 'limousine', 'perfect', 'body', 'bargain', 'tire', 'tour', 'overhaul', 'PACKARD', 'MOTOR', 'coupe']",car,516
eng_1900_telephone_2,eng,1900,telephone,"['experience', 'salary', 'opportunity', 'SALESMEN', 'Herald', 'salesman', 'want', 'apply', 'commission', 'require', 'work', 'help', 'SALESMAN', 'permanent', 'advancement']",hiring,441
eng_1900_telephone_3,eng,1900,telephone,"['game', 'team', 'defeat', 'score', 'Capt', 'race', 'play', 'second', 'champion', 'Club', 'round', 'championship', 'match', 'bait', 'Yale']",competition,759
eng_1900_telephone_4,eng,1900,telephone,"['room', 'bath', 'apartment', 'rent', 'house', 'garage', 'elevator', 'furnish', 'floor', 'electricity', 'plot', 'modern', 'heat', 'kitchenette', 'acre']",real estate,1686
eng_1900_telephone_5,eng,1900,telephone,"['bond', 'Steel', 'cent', 'stock', 'dividend', 'Pacific', 'Company', 'Stock', 'Copper', 'Amer', 'Sugar', 'market', 'Ohio', 'issue', 'share']",stock,2507
eng_1900_telephone_6,eng,1900,telephone,"['pier', 'sail', 'strs', 'July', 'Ambrose', 'Norfolk', 'Steamship', 'Port', 'mdse', 'barge', 'noon', 'June', 'Cape', 'Line', 'Hamburg']",boats,1106
eng_1900_telephone_7,eng,1900,telephone,"['reference', 'position', 'cook', 'wish', 'experience', 'Herald', 'family', 'butler', 'CHAUFFEUR', 'private', 'COOK', 'competent', 'color', 'good', 'experienced']",hiring,881
eng_1900_telephone_8,eng,1900,telephone,"['street', 'avenue', 'story', 'sell', 'estate', 'Street', 'Company', 'property', 'building', 'Avenue', 'CITY', 'broker', 'Fifth', 'store', 'attorney']",real estate,562
eng_1900_telephone_9,eng,1900,telephone,"['Floor', 'size', 'inch', 'silk', 'blue', 'piece', 'color', 'black', 'model', 'design', 'quality', 'price', 'pair', 'collar', 'suit']",textile,1393
eng_1900_telephone_10,eng,1900,telephone,"['till', 'anil', 'January', 'light', 'winter', 'will', 'tlie', 'lira', 'lilt', 'February', 'iter', 'mile', 'cent', 'arid', 'Underwood']",random,0
eng_1900_telephone_11,eng,1900,telephone,"['police', 'tell', 'yesterday', 'woman', 'street', 'night', 'play', 'know', 'arrest', 'find', 'come', 'hear', 'case', 'Attorney', 'kill']",crime,1998
eng_1900_telephone_12,eng,1900,telephone,"['reward', 'Funeral', 'funeral', 'Miss', 'beloved', 'diamond', 'daughter', 'Church', 'residence', 'late', 'Interment', 'Mary', 'William', 'return', 'December']",funeral,1004
eng_1900_telephone_13,eng,1900,telephone,"['Senator', 'Government', 'President', 'States', 'committee', 'bill', 'conference', 'country', 'public', 'United', 'State', 'american', 'great', 'Germany', 'vote']",politics,2718
fr_1925_telephone_0,fr,1925,telephone,"['bien', 'petit', 'être', 'faire', 'jeune', 'voir', 'avoir', 'femme', 'vouloir', 'livre', 'rien', 'venir', 'savoir', 'homme', 'jour']",random,0
fr_1925_telephone_1,fr,1925,telephone,"['mlle', 'franc', 'comtess', 'championnat', 'metre', 'prix', 'comte', 'course', 'club', 'match', 'mutuel', 'miss', 'coupe', 'comtesse', 'Mlle']",aristocracy/competiton,466
fr_1925_telephone_2,fr,1925,telephone,"['remb', 'Nord', 'fonc', 'part', 'Mines', 'Chine', 'Union', 'Copper', 'American', 'serie', 'mine', 'Steel', 'banque', 'Rand', 'Credit']",international,1266
fr_1925_telephone_3,fr,1925,telephone,"['confort', 'conf', 'reference', 'hotel', 'refer', 'ecrire', 'propriete', 'parc', 'chambre', 'place', 'serv', 'cuisiniere', 'avenue', 'piece', 'menage']",real estate,3798
fr_1925_telephone_4,fr,1925,telephone,"['mlle', 'heure', 'Theâtre', 'matinee', 'theâtre', 'soiree', 'comedie', 'soir', 'revue', 'Jean', 'Andre', 'acte', 'representation', 'Pierre', 'spectacle']",theatre,436
fr_1925_telephone_5,fr,1925,telephone,"['hier', 'lieu', 'comte', 'president', 'ministre', 'general', 'mort', 'marquis', 'comtesse', 'membre', 'comite', 'service', 'militaire', 'recevoir', 'conference']",war,691
fr_1925_telephone_6,fr,1925,telephone,"['politique', 'gouvernement', 'contre', 'question', 'être', 'guerre', 'France', 'pouvoir', 'pays', 'parti', 'tion', 'allemand', 'falloir', 'droit', 'devoir']",politics,1480
