from,to,weigth
eng_1850_iron_0_politics,eng_1855_iron_1_government,0.4797482490539551
eng_1850_iron_2_stock,eng_1855_iron_9_stock,0.6412181854248047
eng_1850_iron_4_boats,eng_1830_iron_9_boats,2.2616384029388428
eng_1850_iron_4_boats,eng_1855_iron_3_ships,1.9491145610809326
eng_1850_iron_4_boats,eng_1870_iron_4_boats,0.08723735809326172
eng_1850_iron_5_hiring,eng_1855_iron_6_hiring,2.568474054336548
eng_1850_iron_5_hiring,eng_1865_iron_0_hiring,2.1411705017089844
eng_1850_iron_5_hiring,eng_1870_iron_2_hirjng,1.9455673694610596
eng_1850_iron_5_hiring,eng_1875_iron_0_hiring,1.431485891342163
eng_1850_iron_5_hiring,eng_1860_iron_0_hiring,1.0031769275665283
eng_1855_iron_1_government,eng_1850_iron_0_politics,0.4797482490539551
eng_1855_iron_3_ships,eng_1850_iron_4_boats,1.9491145610809326
eng_1855_iron_3_ships,eng_1830_iron_9_boats,1.841865062713623
eng_1855_iron_6_hiring,eng_1865_iron_0_hiring,2.612905979156494
eng_1855_iron_6_hiring,eng_1870_iron_2_hirjng,2.591872453689575
eng_1855_iron_6_hiring,eng_1850_iron_5_hiring,2.568474054336548
eng_1855_iron_6_hiring,eng_1875_iron_0_hiring,2.0271174907684326
eng_1855_iron_9_stock,eng_1850_iron_2_stock,0.6412181854248047
eng_1860_iron_0_hiring,eng_1850_iron_5_hiring,1.0031769275665283
eng_1860_iron_0_hiring,eng_1865_iron_0_hiring,0.7754099369049072
eng_1860_iron_0_hiring,eng_1870_iron_2_hirjng,0.009031295776367188
eng_1865_iron_0_hiring,eng_1855_iron_6_hiring,2.612905979156494
eng_1865_iron_0_hiring,eng_1870_iron_2_hirjng,2.5836076736450195
eng_1865_iron_0_hiring,eng_1850_iron_5_hiring,2.1411705017089844
eng_1865_iron_0_hiring,eng_1875_iron_0_hiring,1.5342292785644531
eng_1865_iron_0_hiring,eng_1860_iron_0_hiring,0.7754101753234863
eng_1865_iron_2_sales,eng_1875_iron_2_boats,0.542208194732666
eng_1870_iron_2_hirjng,eng_1875_iron_0_hiring,2.6720221042633057
eng_1870_iron_2_hirjng,eng_1855_iron_6_hiring,2.591872453689575
eng_1870_iron_2_hirjng,eng_1865_iron_0_hiring,2.5836076736450195
eng_1870_iron_2_hirjng,eng_1850_iron_5_hiring,1.9455673694610596
eng_1870_iron_2_hirjng,eng_1860_iron_0_hiring,0.009031295776367188
eng_1870_iron_4_boats,eng_1830_iron_9_boats,2.052757978439331
eng_1870_iron_4_boats,eng_1875_iron_1_boats,1.9817402362823486
eng_1870_iron_4_boats,eng_1850_iron_4_boats,0.08723735809326172
eng_1875_iron_0_hiring,eng_1870_iron_2_hirjng,2.6720221042633057
eng_1875_iron_0_hiring,eng_1855_iron_6_hiring,2.0271174907684326
eng_1875_iron_0_hiring,eng_1865_iron_0_hiring,1.5342292785644531
eng_1875_iron_0_hiring,eng_1850_iron_5_hiring,1.431485891342163
eng_1875_iron_1_boats,eng_1870_iron_4_boats,1.9817402362823486
eng_1875_iron_1_boats,eng_1830_iron_9_boats,1.1975245475769043
eng_1875_iron_2_boats,eng_1865_iron_2_sales,0.542208194732666
